CITY,STATE,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,QUANTITYORDERED_is_outlier,PRICEEACH_is_outlier,SALES_is_outlier,MSRP_is_outlier,QUANTITYORDERED_capped,PRICEEACH_capped,SALES_capped,MSRP_capped
Toulouse,Toulouse,10397,32,80.55,5,2577.6,Shipped,1,3,2005,Ships,86,S700_1938,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,NOT PROVIDED,31000,France,EMEA,Roulet,Annette,Small,false,false,false,false,32.0,80.55,2577.6,86.0
Boston,MA,10414,34,100.0,13,3533.62,On Hold,2,5,2005,Ships,86,S700_1938,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Medium,false,false,false,false,34.0,100.0,3533.62,86.0
Bergamo,Bergamo,10106,30,100.0,16,3177.3,Shipped,1,2,2003,Ships,90,S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Medium,false,false,false,false,30.0,100.0,3177.3,90.0
Salzburg,Salzburg,10119,29,94.14,7,2730.06,Shipped,2,4,2003,Ships,90,S700_2047,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Small,false,false,false,false,29.0,94.14,2730.06,90.0
Glendale,CT,10131,22,85.99,8,1891.78,Shipped,2,6,2003,Ships,90,S700_2047,Gift Ideas Corp.,2035554407,2440 Pompton St.,NOT PROVIDED,97561,USA,NA,Lewis,Dan,Small,false,false,false,false,22.0,85.99,1891.78,90.0
New Bedford,MA,10143,26,100.0,11,2612.48,Shipped,3,8,2003,Ships,90,S700_2047,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Small,false,false,false,false,26.0,100.0,2612.48,90.0
Helsinki,Helsinki,10155,32,91.43,9,2925.76,Shipped,4,10,2003,Ships,90,S700_2047,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,NOT PROVIDED,21240,Finland,EMEA,Karttunen,Matti,Small,false,false,false,false,32.0,91.43,2925.76,90.0
Boras,Boras,10167,29,100.0,5,2940.02,Cancelled,4,10,2003,Ships,90,S700_2047,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Small,false,false,false,false,29.0,100.0,2940.02,90.0
Toulouse,Toulouse,10178,34,96.86,8,3293.24,Shipped,4,11,2003,Ships,90,S700_2047,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,NOT PROVIDED,31000,France,EMEA,Roulet,Annette,Medium,false,false,false,false,34.0,96.86,3293.24,90.0
London,London,10186,24,99.57,5,2389.68,Shipped,4,11,2003,Ships,90,S700_2047,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,NOT PROVIDED,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,false,false,false,false,24.0,99.57,2389.68,90.0
Barcelona,Barcelona,10197,24,90.52,2,2172.48,Shipped,4,11,2003,Ships,90,S700_2047,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",NOT PROVIDED,8022,Spain,EMEA,Saavedra,Eduardo,Small,false,false,false,false,24.0,90.52,2172.48,90.0
Los Angeles,CA,10209,33,88.71,4,2927.43,Shipped,1,1,2004,Ships,90,S700_2047,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,NOT PROVIDED,CA00000,USA,NA,Chandler,Michael,Small,false,false,false,false,33.0,88.71,2927.43,90.0
San Diego,CA,10222,26,100.0,8,2659.54,Shipped,1,2,2004,Ships,90,S700_2047,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Small,false,false,false,false,26.0,100.0,2659.54,90.0
Cambridge,MA,10249,40,95.95,4,3838.0,Shipped,2,5,2004,Ships,90,S700_2047,Cambridge Collectables Co.,6175555555,4658 Baden Av.,NOT PROVIDED,51247,USA,NA,Tseng,Kyung,Medium,false,false,false,false,40.0,95.95,3838.0,90.0
Madrid,Madrid,10262,44,94.14,13,4142.16,Cancelled,2,6,2004,Ships,90,S700_2047,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,44.0,94.14,4142.16,90.0
Brickhaven,MA,10274,24,90.52,5,2172.48,Shipped,3,7,2004,Ships,90,S700_2047,Collectables For Less Inc.,6175558555,7825 Douglas Av.,NOT PROVIDED,58339,USA,NA,Nelson,Allen,Small,false,false,false,false,24.0,90.52,2172.48,90.0
Tsawassen,BC,10283,20,94.14,2,1882.8,Shipped,3,8,2004,Ships,90,S700_2047,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,NOT PROVIDED,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,false,false,false,false,20.0,94.14,1882.8,90.0
Munich,Munich,10296,34,100.0,11,3477.86,Shipped,3,9,2004,Ships,90,S700_2047,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,NOT PROVIDED,80686,Germany,EMEA,Donnermeyer,Michael,Medium,false,false,false,false,34.0,100.0,3477.86,90.0
Philadelphia,PA,10307,34,97.76,5,3323.84,Shipped,4,10,2004,Ships,90,S700_2047,"Classic Gift Ideas, Inc",2155554695,782 First Street,NOT PROVIDED,71270,USA,NA,Cervantes,Francisca,Medium,false,false,false,false,34.0,97.76,3323.84,90.0
Cowes,Isle of Wight,10316,45,93.24,13,4195.8,Shipped,4,11,2004,Ships,90,S700_2047,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,NOT PROVIDED,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,false,false,false,false,45.0,93.24,4195.8,90.0
Bergamo,Bergamo,10328,41,100.0,9,4156.58,Shipped,4,11,2004,Ships,90,S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Medium,false,false,false,false,41.0,100.0,4156.58,90.0
Minato-ku,Tokyo,10339,55,71.25,15,3918.75,Shipped,4,11,2004,Ships,90,S700_2047,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,NOT PROVIDED,106-0032,Japan,Japan,Shimamura,Akiko,Medium,false,false,false,false,55.0,71.25,3918.75,90.0
Brickhaven,MA,10352,23,100.0,3,2352.67,Shipped,4,12,2004,Ships,90,S700_2047,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,NOT PROVIDED,58339,USA,NA,Taylor,Leslie,Small,false,false,false,false,23.0,100.0,2352.67,90.0
Chatswood,NSW,10361,24,45.39,14,1089.36,Shipped,4,12,2004,Ships,90,S700_2047,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Small,false,false,false,false,24.0,45.39,1089.36,90.0
Oulu,Oulu,10373,32,84.41,15,2701.12,Shipped,1,1,2005,Ships,90,S700_2047,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,NOT PROVIDED,90110,Finland,EMEA,Koskitalo,Pirkko,Small,false,false,false,false,32.0,84.41,2701.12,90.0
Madrid,Madrid,10386,29,85.76,13,2487.04,Resolved,1,3,2005,Ships,90,S700_2047,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,29.0,85.76,2487.04,90.0
Reims,Reims,10398,36,100.0,7,3910.32,Shipped,1,3,2005,Ships,90,S700_2047,Reims Collectables,26.47.1555,59 rue de l'Abbaye,NOT PROVIDED,51100,France,EMEA,Henriot,Paul,Medium,false,false,false,false,36.0,100.0,3910.32,90.0
San Jose,CA,10400,46,87.8,5,4038.8,Shipped,2,4,2005,Ships,90,S700_2047,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Medium,false,false,false,false,46.0,87.8,4038.8,90.0
Glen Waverly,Victoria,10415,32,95.95,4,3070.4,Disputed,2,5,2005,Ships,90,S700_2047,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,NOT PROVIDED,3150,Australia,APAC,Connery,Sean,Medium,false,false,false,false,32.0,95.95,3070.4,90.0
Bergamo,Bergamo,10106,34,100.0,9,3763.46,Shipped,1,2,2003,Planes,99,S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Medium,false,false,false,false,34.0,100.0,3763.46,99.0
Melbourne,Victoria,10120,24,100.0,15,2584.8,Shipped,2,4,2003,Planes,99,S700_2466,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,3004,Australia,APAC,Ferguson,Peter,Small,false,false,false,false,24.0,100.0,2584.8,99.0
Glendale,CT,10131,40,100.0,1,4427.6,Shipped,2,6,2003,Planes,99,S700_2466,Gift Ideas Corp.,2035554407,2440 Pompton St.,NOT PROVIDED,97561,USA,NA,Lewis,Dan,Medium,false,false,false,false,40.0,100.0,4427.6,99.0
New Bedford,MA,10143,26,82.77,4,2152.02,Shipped,3,8,2003,Planes,99,S700_2466,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Small,false,false,false,false,26.0,82.77,2152.02,99.0
Helsinki,Helsinki,10155,20,100.0,2,2353.4,Shipped,4,10,2003,Planes,99,S700_2466,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,NOT PROVIDED,21240,Finland,EMEA,Karttunen,Matti,Small,false,false,false,false,20.0,100.0,2353.4,99.0
Burlingame,CA,10168,31,100.0,16,3431.39,Shipped,4,10,2003,Planes,99,S700_2466,Technics Stores Inc.,6505556809,9408 Furth Circle,NOT PROVIDED,94217,USA,NA,Hirano,Juri,Medium,false,false,false,false,31.0,100.0,3431.39,99.0
Toulouse,Toulouse,10178,22,87.75,1,1930.5,Shipped,4,11,2003,Planes,99,S700_2466,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,NOT PROVIDED,31000,France,EMEA,Roulet,Annette,Small,false,false,false,false,22.0,87.75,1930.5,99.0
Makati City,Makati City,10198,42,100.0,1,4774.56,Shipped,4,11,2003,Planes,99,S700_2466,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,NOT PROVIDED,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,false,false,false,false,42.0,100.0,4774.56,99.0
Osaka,Osaka,10210,26,99.72,14,2592.72,Shipped,1,1,2004,Planes,99,S700_2466,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",NOT PROVIDED,530-0003,Japan,Japan,Kentary,Mory,Small,false,false,false,false,26.0,99.72,2592.72,99.0
San Diego,CA,10222,37,87.75,1,3246.75,Shipped,1,2,2004,Planes,99,S700_2466,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Medium,false,false,false,false,37.0,87.75,3246.75,99.0
Tsawassen,BC,10235,38,88.75,10,3372.5,Shipped,2,4,2004,Planes,99,S700_2466,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,NOT PROVIDED,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium,false,false,false,false,38.0,88.75,3372.5,99.0
San Jose,CA,10250,35,100.0,11,3909.15,Shipped,2,5,2004,Planes,99,S700_2466,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Medium,false,false,false,false,35.0,100.0,3909.15,99.0
Madrid,Madrid,10262,33,90.75,6,2994.75,Cancelled,2,6,2004,Planes,99,S700_2466,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,33.0,90.75,2994.75,99.0
Nantes,Nantes,10275,39,100.0,16,4472.52,Shipped,3,7,2004,Planes,99,S700_2466,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Medium,false,false,false,false,39.0,100.0,4472.52,99.0
Oslo,Oslo,10284,45,100.0,8,4576.95,Shipped,3,8,2004,Planes,99,S700_2466,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",NOT PROVIDED,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,false,false,false,false,45.0,100.0,4576.95,99.0
Munich,Munich,10296,24,100.0,4,2441.04,Shipped,3,9,2004,Planes,99,S700_2466,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,NOT PROVIDED,80686,Germany,EMEA,Donnermeyer,Michael,Small,false,false,false,false,24.0,100.0,2441.04,99.0
White Plains,NY,10308,35,88.75,14,3106.25,Shipped,4,10,2004,Planes,99,S700_2466,Mini Classics,9145554562,3758 North Pendale Street,NOT PROVIDED,24067,USA,NA,Frick,Steve,Medium,false,false,false,false,35.0,88.75,3106.25,99.0
Cowes,Isle of Wight,10316,23,100.0,6,2706.41,Shipped,4,11,2004,Planes,99,S700_2466,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,NOT PROVIDED,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,false,false,false,false,23.0,100.0,2706.41,99.0
Bergamo,Bergamo,10328,37,100.0,10,4021.53,Shipped,4,11,2004,Planes,99,S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Medium,false,false,false,false,37.0,100.0,4021.53,99.0
Barcelona,Barcelona,10340,55,87.75,7,4826.25,Shipped,4,11,2004,Planes,99,S700_2466,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",NOT PROVIDED,8022,Spain,EMEA,Saavedra,Eduardo,Medium,false,false,false,false,55.0,87.75,4826.25,99.0
Brickhaven,MA,10352,49,100.0,2,4935.28,Shipped,4,12,2004,Planes,99,S700_2466,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,NOT PROVIDED,58339,USA,NA,Taylor,Leslie,Medium,false,false,false,false,49.0,100.0,4935.28,99.0
Chatswood,NSW,10361,26,100.0,9,2754.7,Shipped,4,12,2004,Planes,99,S700_2466,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Small,false,false,false,false,26.0,100.0,2754.7,99.0
Nantes,Nantes,10375,33,100.0,1,3856.71,Shipped,1,2,2005,Planes,99,S700_2466,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Medium,false,false,false,false,33.0,100.0,3856.71,99.0
Madrid,Madrid,10386,37,83.84,14,3102.08,Resolved,1,3,2005,Planes,99,S700_2466,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,37.0,83.84,3102.08,99.0
Reims,Reims,10398,22,86.76,8,1908.72,Shipped,1,3,2005,Planes,99,S700_2466,Reims Collectables,26.47.1555,59 rue de l'Abbaye,NOT PROVIDED,51100,France,EMEA,Henriot,Paul,Small,false,false,false,false,22.0,86.76,1908.72,99.0
Newark,NJ,10401,85,88.75,10,7543.75,On Hold,2,4,2005,Planes,99,S700_2466,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,NOT PROVIDED,94019,USA,NA,Brown,William,Large,true,false,false,false,67.0,88.75,7543.75,99.0
Reggio Emilia,Reggio Emilia,10416,22,100.0,11,2457.18,Shipped,2,5,2005,Planes,99,S700_2466,L'ordine Souveniers,0522-556555,Strada Provinciale 124,NOT PROVIDED,42100,Italy,EMEA,Moroni,Maurizio,Small,false,false,false,false,22.0,100.0,2457.18,99.0
Kobenhavn,Kobenhavn,10105,31,65.77,3,2038.87,Shipped,1,2,2003,Ships,72,S700_2610,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Small,false,false,false,false,31.0,65.77,2038.87,72.0
Salzburg,Salzburg,10119,38,65.77,12,2499.26,Shipped,2,4,2003,Ships,72,S700_2610,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Small,false,false,false,false,38.0,65.77,2499.26,72.0
London,London,10129,45,85.29,3,3838.05,Shipped,2,6,2003,Ships,72,S700_2610,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,NOT PROVIDED,WX3 6FW,UK,EMEA,Brown,Ann,Medium,false,false,false,false,45.0,85.29,3838.05,72.0
New Bedford,MA,10143,31,85.29,16,2643.99,Shipped,3,8,2003,Ships,72,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Small,false,false,false,false,31.0,85.29,2643.99,72.0
Glendale,CA,10154,36,64.33,1,2315.88,Shipped,4,10,2003,Ships,72,S700_2610,Boards & Toys Co.,3105552373,4097 Douglas Av.,NOT PROVIDED,92561,USA,NA,Young,Leslie,Small,false,false,false,false,36.0,64.33,2315.88,72.0
Boras,Boras,10167,46,70.11,10,3225.06,Cancelled,4,10,2003,Ships,72,S700_2610,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,false,false,false,false,46.0,70.11,3225.06,72.0
Madrid,Madrid,10177,32,76.62,1,2451.84,Shipped,4,11,2003,Ships,72,S700_2610,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",NOT PROVIDED,28023,Spain,EMEA,Fernandez,Jesus,Small,false,false,false,false,32.0,76.62,2451.84,72.0
New Bedford,MA,10185,39,57.82,1,2254.98,Shipped,4,11,2003,Ships,72,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Small,false,false,false,false,39.0,57.82,2254.98,72.0
Barcelona,Barcelona,10197,50,78.79,7,3939.5,Shipped,4,11,2003,Ships,72,S700_2610,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",NOT PROVIDED,8022,Spain,EMEA,Saavedra,Eduardo,Medium,false,false,false,false,50.0,78.79,3939.5,72.0
Lyon,Lyon,10208,46,74.45,1,3424.7,Shipped,1,1,2004,Ships,72,S700_2610,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Medium,false,false,false,false,46.0,74.45,3424.7,72.0
San Diego,CA,10222,36,80.95,13,2914.2,Shipped,1,2,2004,Ships,72,S700_2610,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Small,false,false,false,false,36.0,80.95,2914.2,72.0
Newark,NJ,10233,29,82.4,1,2389.6,Shipped,1,3,2004,Ships,72,S700_2610,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,NOT PROVIDED,94019,USA,NA,Brown,William,Small,false,false,false,false,29.0,82.4,2389.6,72.0
NYC,NY,10248,32,75.89,4,2428.48,Cancelled,2,5,2004,Ships,72,S700_2610,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Small,false,false,false,false,32.0,75.89,2428.48,72.0
Montreal,Quebec,10261,44,68.67,2,3021.48,Shipped,2,6,2004,Ships,72,S700_2610,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,NOT PROVIDED,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,false,false,false,false,44.0,68.67,3021.48,72.0
Bruxelles,Bruxelles,10273,42,62.16,5,2610.72,Shipped,3,7,2004,Ships,72,S700_2610,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,NOT PROVIDED,B-1180,Belgium,EMEA,Dewey,Catherine,Small,false,false,false,false,42.0,62.16,2610.72,72.0
Tsawassen,BC,10283,47,65.77,7,3091.19,Shipped,3,8,2004,Ships,72,S700_2610,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,NOT PROVIDED,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium,false,false,false,false,47.0,65.77,3091.19,72.0
Boston,MA,10295,44,58.55,2,2576.2,Shipped,3,9,2004,Ships,72,S700_2610,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Small,false,false,false,false,44.0,58.55,2576.2,72.0
Manchester,Manchester,10306,43,75.17,1,3232.31,Shipped,4,10,2004,Ships,72,S700_2610,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,false,false,false,false,43.0,75.17,3232.31,72.0
Cowes,Isle of Wight,10316,48,74.45,18,3573.6,Shipped,4,11,2004,Ships,72,S700_2610,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,NOT PROVIDED,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,false,false,false,false,48.0,74.45,3573.6,72.0
Kobenhavn,Kobenhavn,10327,21,96.31,1,2022.51,Resolved,4,11,2004,Ships,72,S700_2610,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Small,false,false,false,false,21.0,96.31,2022.51,72.0
Minato-ku,Tokyo,10339,50,74.35,9,3717.5,Shipped,4,11,2004,Ships,72,S700_2610,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,NOT PROVIDED,106-0032,Japan,Japan,Shimamura,Akiko,Medium,false,false,false,false,50.0,74.35,3717.5,72.0
Madrid,Madrid,10350,29,75.35,12,2185.15,Shipped,4,12,2004,Ships,72,S700_2610,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,29.0,75.35,2185.15,72.0
Oulu,Oulu,10373,41,70.33,16,2883.53,Shipped,1,1,2005,Ships,72,S700_2610,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,NOT PROVIDED,90110,Finland,EMEA,Koskitalo,Pirkko,Small,false,false,false,false,41.0,70.33,2883.53,72.0
Madrid,Madrid,10386,37,100.0,10,5017.57,Resolved,1,3,2005,Ships,72,S700_2610,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,37.0,100.0,5017.57,72.0
Toulouse,Toulouse,10397,22,66.5,4,1463.0,Shipped,1,3,2005,Ships,72,S700_2610,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,NOT PROVIDED,31000,France,EMEA,Roulet,Annette,Small,false,false,false,false,22.0,66.5,1463.0,72.0
Boston,MA,10414,31,75.89,4,2352.59,On Hold,2,5,2005,Ships,72,S700_2610,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Small,false,false,false,false,31.0,75.89,2352.59,72.0
Stavern,Stavern,10103,42,100.0,6,4460.82,Shipped,1,1,2003,Classic Cars,101,S700_2824,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,NOT PROVIDED,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,false,false,false,false,42.0,100.0,4460.82,101.0
Paris,Paris,10114,42,100.0,10,4758.18,Shipped,2,4,2003,Classic Cars,101,S700_2824,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",NOT PROVIDED,75012,France,EMEA,Bertrand,Marie,Medium,false,false,false,false,42.0,100.0,4758.18,101.0
Madrid,Madrid,10126,45,100.0,6,4597.2,Shipped,2,5,2003,Classic Cars,101,S700_2824,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",NOT PROVIDED,28023,Spain,EMEA,Sommer,Mart�n,Medium,false,false,false,false,45.0,100.0,4597.2,101.0
Burlingame,CA,10140,36,100.0,6,4114.8,Shipped,3,7,2003,Classic Cars,101,S700_2824,Technics Stores Inc.,6505556809,9408 Furth Circle,NOT PROVIDED,94217,USA,NA,Hirano,Juri,Medium,false,false,false,false,36.0,100.0,4114.8,101.0
Singapore,Singapore,10150,20,100.0,3,2104.0,Shipped,3,9,2003,Classic Cars,101,S700_2824,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",NOT PROVIDED,79903,Singapore,Japan,Natividad,Eric,Small,false,false,false,false,20.0,100.0,2104.0,101.0
Graz,Graz,10164,39,81.93,4,3195.27,Resolved,4,10,2003,Classic Cars,101,S700_2824,Mini Auto Werke,7675-3555,Kirchgasse 6,NOT PROVIDED,8010,Austria,EMEA,Mendel,Roland,Medium,false,false,false,false,39.0,81.93,3195.27,101.0
London,London,10175,42,85.98,11,3611.16,Shipped,4,11,2003,Classic Cars,101,S700_2824,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,NOT PROVIDED,WX3 6FW,UK,EMEA,Brown,Ann,Medium,false,false,false,false,42.0,85.98,3611.16,101.0
Philadelphia,PA,10183,23,86.99,3,2000.77,Shipped,4,11,2003,Classic Cars,101,S700_2824,"Classic Gift Ideas, Inc",2155554695,782 First Street,NOT PROVIDED,71270,USA,NA,Cervantes,Francisca,Small,false,false,false,false,23.0,86.99,2000.77,101.0
Lyon,Lyon,10194,26,89.01,6,2314.26,Shipped,4,11,2003,Classic Cars,101,S700_2824,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Small,false,false,false,false,26.0,89.01,2314.26,101.0
Vancouver,BC,10206,33,100.0,1,3871.89,Shipped,4,12,2003,Classic Cars,101,S700_2824,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,NOT PROVIDED,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,false,false,false,false,33.0,100.0,3871.89,101.0
Singapore,Singapore,10217,31,88.0,6,2728.0,Shipped,1,2,2004,Classic Cars,101,S700_2824,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,69045,Singapore,APAC,Victorino,Wendy,Small,false,false,false,false,31.0,88.0,2728.0,101.0
San Rafael,CA,10229,50,100.0,11,5614.0,Shipped,1,3,2004,Classic Cars,101,S700_2824,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,50.0,100.0,5614.0,101.0
New Haven,CT,10245,44,100.0,4,4628.8,Shipped,2,5,2004,Classic Cars,101,S700_2824,Super Scale Inc.,2035559545,567 North Pendale Street,NOT PROVIDED,97823,USA,NA,Murphy,Leslie,Medium,false,false,false,false,44.0,100.0,4628.8,101.0
Minato-ku,Tokyo,10258,45,80.92,1,3641.4,Shipped,2,6,2004,Classic Cars,101,S700_2824,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,NOT PROVIDED,106-0032,Japan,Japan,Shimamura,Akiko,Medium,false,false,false,false,45.0,80.92,3641.4,101.0
